,Request Number,Date Opened,Request ,Description,Incident Address,Zip Code,Trash Hauler,Trash Route,Council District,State Plan X,State Plan Y,Times Missed,Damages
151,26864,11/08/17,Trash - Curbside/Alley Missed Pickup,customer says the trash pickup was missed again,3210 whites creek pike,37207,red river,3201,3.0,1726432.96620837,691919.200296047,9.0,1600.0
152,26867,11/08/17,Trash - Curbside/Alley Missed Pickup,entire street was missed yesterday 11/07/17,3550 pewitt rd,37218,red river,3203,1.0,1721976.12344177,687846.927251394,3.0,400.0
153,26871,11/08/17,Trash - Backdoor,missed back door,4203 kennedy ave,<NA>,red river,2203,,,,3.0,400.0
154,26878,11/08/17,Trash - Backdoor,"backdoor/trash missed 2 weeks in row, tuesday.",2810 noonan dr,37206,red river,1201,6.0,1754313.46715737,669870.460704343,1.0,0.0
155,26886,11/08/17,Trash - Curbside/Alley Missed Pickup,"curb/trash miss for pick up tuesday. out monday night and wants cart empty.

steve woodson
615-227-9888",400 ewing dr,37207,red river,3201,2.0,1737160.15221742,692018.771429761,2.0,200.0
156,26906,11/08/17,Trash - Backdoor,missed,4208 kings ct,37218,red river,3203,1.0,1717612.9669717,685917.60015175,2.0,200.0
157,26981,11/08/17,Trash Collection Complaint,customer says the trash pickup is missed every week,2106 lyle ct,37210,red river,4303,16.0,1751373.76423695,652462.402393076,1.0,0.0
158,27000,11/08/17,Trash - Backdoor,backdoor miss,2611 sterling boone dr,37210,red river,4301,16.0,1750217.21553587,649674.00522473,6.0,1000.0
159,27014,11/08/17,Trash - Curbside/Alley Missed Pickup,missed.,3192 robwood dr,37207,red river,2202,3.0,1741891.36369762,693948.399300981,1.0,0.0
160,27018,11/08/17,Trash - Backdoor,cust says missed pickup,2833 georgia ave b,37209,metro,9303,21.0,1726032.30907294,664835.417901276,9.0,1600.0
161,27023,11/08/17,Trash - Curbside/Alley Missed Pickup,missed. other homes were also missed on this street,103 savoy cir,37205,red river,2304S,24.0,1725167.34638759,654656.811868711,3.0,400.0
162,27028,11/08/17,Trash - Curbside/Alley Missed Pickup,missed again,3516 west end ave,37205,metro,9307,24.0,1725321.08602449,657055.751774673,2.0,200.0
163,27029,11/08/17,Trash - Curbside/Alley Missed Pickup,missed,2505 booker st,37208,metro,9303,21.0,1728098.18447442,666222.429500274,1.0,0.0
164,27032,11/08/17,Trash - Curbside/Alley Missed Pickup,customer says missed pickup every week,3702 hobbs rd,37215,red river,3304,34.0,1721317.06630747,645218.701907879,3.0,400.0
165,27050,11/09/17,Trash - Curbside/Alley Missed Pickup,curb/trash miss for wednesday.,438 coventry dr,37211,red river,4302,26.0,1751014.56418274,636479.202540432,1.0,0.0
166,27056,11/09/17,Trash Collection Complaint,missed pick up curb wednesday,2801 delaware ave,37209,metro,9303,21.0,1726720.96660779,664351.20270875,10.0,1800.0
167,27118,11/09/17,Trash - Curbside/Alley Missed Pickup,curb trash miss tuesday.,3832 dry fork rd,37189,red river,3201,1.0,1723086.56706473,698696.800243435,1.0,0.0
168,27119,11/09/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,3503 grayswood ave,37215,red river,3304,25.0,1722926.56667051,649645.602105628,1.0,0.0
169,27142,11/09/17,Trash Collection Complaint,missed entire side of the street- says there are only 3 houses on that side of the street and he misses them frequently.,608 cedarhill ct,37013,red river,4403,31.0,1758801.65349629,622091.097698503,3.0,400.0
170,27145,11/09/17,Trash - Curbside/Alley Missed Pickup,missed every week.,608 eastboro dr b,37209,red river,4203,20.0,1712305.1175881,663781.543860908,1.0,0.0
171,27179,11/09/17,Trash Collection Complaint,missed back door trash last week,208 donelson pike,37214,red river,1505,15.0,1772254.42773352,666151.089738713,7.0,1200.0
172,27203,11/09/17,Trash - Curbside/Alley Missed Pickup,truck missed trash pick up on wednesday 8th,409 brook hollow rd,37205,red river,1301,23.0,1706724.96729118,646924.001875584,2.0,200.0
173,27220,11/09/17,Trash - Curbside/Alley Missed Pickup,"my trash not collected but neighbor's trash was. my address 264 riverside dr, 37206",264 riverside dr,37206,red river,1201,6.0,1753932.88066917,670849.589966021,1.0,0.0
174,27221,11/09/17,Trash - Backdoor,missed paid backdoor trash.,4019 skyline dr,37215,red river,3304,34.0,1722670.50345558,646185.230436954,1.0,0.0
175,27229,11/09/17,Trash - Curbside/Alley Missed Pickup,trash missed past 2 weeks,415 35th ave n,37209,waste ind,3306,21.0,1724395.9946724,663795.769164392,3.0,400.0
176,27234,11/09/17,Trash - Curbside/Alley Missed Pickup,"trash missed pick up
please note if resident is not using correct cart",68 ravenwood hills cir,37215,red river,3303S,25.0,1728043.34715978,640999.191433109,2.0,200.0
177,27242,11/09/17,Trash - Curbside/Alley Missed Pickup,cust says missed pickup,918 w greenwood ave,37206,waste ind,2509,5.0,1746588.96400056,676985.599245641,2.0,200.0
178,27244,11/09/17,Trash - Curbside/Alley Missed Pickup,missed pickup,552 judd dr,37218,red river,3203,1.0,1718575.51621426,688959.286318059,3.0,400.0
179,27276,11/09/17,Trash Collection Complaint,missed - frequently missed says she is tired of calling every week.,1009 massman dr,37217,red river,1401,13.0,1759435.96428296,657008.601943253,2.0,200.0
180,27300,11/09/17,Trash - Curbside/Alley Missed Pickup,missed.,2019 beech ave b,37204,metro,9401,17.0,1737916.82947988,655806.175709279,4.0,600.0
181,27309,11/09/17,Trash - Curbside/Alley Missed Pickup,missed trash pickup,1903 valley park dr,37216,red river,1203,7.0,1757982.17240361,679186.417947719,1.0,0.0
182,27313,11/09/17,Trash Collection Complaint,missed for the 2nd week in a row.,496 whispering hills dr,37211,red river,3401,27.0,1755478.43155001,629550.787560172,2.0,200.0
183,27314,11/09/17,Trash - Curbside/Alley Missed Pickup,missed.,2015 beech ave c,37204,metro,9401,17.0,1737886.97397215,655886.034443263,1.0,0.0
184,27318,11/09/17,Trash - Curbside/Alley Missed Pickup,trash was not picked up at 244 ash grove dr 37211,244 ash grove dr,37211,red river,4404,31.0,1761056.65455194,625068.871946218,2.0,200.0
185,27319,11/09/17,Trash Collection Complaint,"for the second week in a row, my trash was not picked up.... i have a video that shows the truck picking up a can 15 feet across the street from mine and then backing down the road and leaving mine. 

my expectation is that mine is picked up by noon on friday and a resolution to this issue. if i am not leaving the cart in the right location (at the end of my driveway and not in the street) i am happy to discuss. perform an on site evaluation of my location, the cart is sitting exactly where it has been since 9 pm last night.

i am happy to be on site during any evaluation to discuss a remedy to the issue but i will not continue to contact you weekly to ask that you perform a job that you are being compensated for with my tax dollars. if my location and service can't continue, then i will find an alternative source and ask for reimbursements from your department.",5115 greentree dr,37211,red river,3401,27.0,1750027.36356976,630031.202408004,4.0,600.0
186,27371,11/11/17,Trash - Curbside/Alley Missed Pickup,failure to pick trash up on 11/10/17-didn't do southern way or daisy trail,3600 southern way,37013,red river,3502,33.0,1792244.46041254,635113.189730122,1.0,0.0
187,27376,11/11/17,Trash - Curbside/Alley Missed Pickup,"trash has not been picked up in 2 weeks. not picked up 11/3, 11/10 veterans day, or 11/11.",2014 franklin ave,37206,metro,9503,6.0,1752199.3179678,674262.81261504,1.0,0.0
188,27385,11/12/17,Trash - Curbside/Alley Missed Pickup,trash was not picked up on designated day. metro water contractor bld frequently blocks my curb.,3288 new towne rd,37013,red river,3503,33.0,1789770.66790532,633416.755269658,1.0,0.0
189,27509,11/13/17,Trash - Curbside/Alley Missed Pickup,"curb trash miss for some people, friday.",3401 daisy trl,37013,red river,3502,33.0,1791034.02009517,635122.850709946,1.0,0.0
190,27510,11/13/17,Trash - Curbside/Alley Missed Pickup,missed.,2116 burns st,37216,metro,9505,7.0,1753163.36326376,679034.999389143,1.0,0.0
191,27511,11/13/17,Trash - Curbside/Alley Missed Pickup,missed pick up - unit c,27 hart st c,37210,waste ind,4409,17.0,1744012.96480063,659286.402244685,1.0,0.0
192,27518,11/13/17,Trash - Curbside/Alley Missed Pickup,missed pickup for the entire street,809 dresden ct,37013,red river,3502,33.0,1790941.27568585,635422.34569682,1.0,0.0
193,27524,11/13/17,Trash - Curbside/Alley Missed Pickup,missed. entire cul de sac was missed.,3217 oakview ct,37013,red river,3504,33.0,1788890.144134,634798.696433459,1.0,0.0
194,27538,11/13/17,Trash - Curbside/Alley Missed Pickup,missed.,908 kalvesta ct,37013,red river,3502,33.0,1791235.62590081,635419.565541404,3.0,400.0
195,27551,11/13/17,Trash Collection Complaint,missed.,925 kalvesta ct,37013,red river,3502,33.0,1791524.84321622,635540.610154228,3.0,400.0
196,27558,11/13/17,Trash Collection Complaint,"missed entire court, trash wants a call back on this matter. friday.",925 kalvesta ct,37013,red river,3502,33.0,1791524.84321622,635540.610154228,3.0,400.0
197,27583,11/13/17,Trash - Curbside/Alley Missed Pickup,missed pickup; customer says the entire street may have been missed,3312 towneship rd,37013,red river,3504,33.0,1789449.76473124,632514.401835768,1.0,0.0
198,27595,11/13/17,Trash - Curbside/Alley Missed Pickup,trash missed - other missed in area,3604 southern way,37013,red river,3502,33.0,1792206.73327623,635064.683127069,1.0,0.0
199,27637,11/13/17,Trash - Curbside/Alley Missed Pickup,they completely drove by my house friday and picked up my neighbor's trash.,2311 whipple pl,37214,red river,2503,15.0,1766263.59317649,665885.781372629,1.0,0.0
200,27645,11/13/17,Trash - Curbside/Alley Missed Pickup,customer says the trash was missed for the entire week,813 dresden ct,37013,red river,3502,33.0,1790856.99442667,635460.498138672,1.0,0.0
201,27648,11/13/17,Trash - Curbside/Alley Missed Pickup,missed pick up,3429 daisy trl,37013,red river,3502,33.0,1791523.51349085,635116.451405442,1.0,0.0
202,27678,11/13/17,Trash - Curbside/Alley Missed Pickup,the whole street missed for last friday/pickup. curb,3300 hamilton church rd,37013,red river,3504,33.0,1787670.03375471,630540.530906277,2.0,200.0
203,27687,11/13/17,Trash - Backdoor,"customer says backdoor pickup was missed the past 2 weeks
said he had talked with kimberly and confirmed paid in full",1144 sewanee rd,37220,red river,3302,34.0,1731663.36704106,639182.402269341,6.0,1000.0
204,27688,11/13/17,Trash - Curbside/Alley Missed Pickup,curb/trash miss last friday. check for others.,3524 daisy trl,37013,red river,3502,33.0,1792734.83027074,635043.482709305,1.0,0.0
205,27699,11/13/17,Trash - Backdoor,backdoor/miss last week thursday. caller wants to make sure all garbage is emptied because of the overflow caller has.,313 polk ave,37210,waste ind,4407,17.0,1746454.54497573,655013.957999159,2.0,200.0
206,27704,11/13/17,Trash - Backdoor,backdoor miss,3934 pheasant dr,37218,red river,3204,1.0,1723067.36520236,685516.800650624,1.0,0.0
207,27705,11/13/17,Trash Collection Complaint,"8 houses missed last thursday, every other week this street gets missed often. thursday. curb",161 tusculum rd,37013,red river,3404,30.0,1764032.16311813,627040.002296113,1.0,0.0
208,27718,11/13/17,Trash Collection Complaint,missed again - missed 3-4 times in past 2 months,3258 mcgavock pike,37214,red river,1503,15.0,1768379.36482669,672352.801332234,2.0,200.0
209,27723,11/13/17,Trash - Backdoor,"backdoor/trash will be pickup this wednesday, {but will be going to fl. and won't be coming back until jan 31st. he will not have any garbage there until he comes back. so please do not cancel his backdoor/trash still in need. until jan 31st. 
{not a missed reminder} only {read notes}",3614 woodlawn dr,37215,red river,2304,24.0,1723668.96716147,652958.401926112,2.0,200.0
210,27729,11/13/17,Trash - Curbside/Alley Missed Pickup,missed trash for the entire street,3436 daisy trl,37013,red river,3502,33.0,1791668.83351217,635239.003832109,1.0,0.0
211,27740,11/13/17,Trash - Curbside/Alley Missed Pickup,missed pickup,337 vailview dr,37207,red river,2202,3.0,1743124.1638573,694991.598784086,6.0,1000.0
212,27745,11/13/17,Trash - Curbside/Alley Missed Pickup,missed.,929 kalvesta ct,37013,red river,3502,33.0,1791570.56440928,635477.602527328,1.0,0.0
213,27760,11/13/17,Trash - Curbside/Alley Missed Pickup,missed pickup again for the entire street,2731 murfreesboro pike,37013,red river,4502,32.0,1781139.3630718,632445.602376676,15.0,2800.0
214,27776,11/13/17,Trash - Curbside/Alley Missed Pickup,missed.,2793 riverbend dr,37214,red river,1501,15.0,1762022.65272149,694451.310672681,1.0,0.0
215,27812,11/14/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,5409 ashby dr,37013,red river,4502,32.0,1780940.93515399,629794.315361583,1.0,0.0
216,27834,11/14/17,Trash - Curbside/Alley Missed Pickup,missed.,3433 daisy trl,37013,red river,3502,33.0,1791599.72339424,635117.236972599,1.0,0.0
217,27835,11/14/17,Trash - Curbside/Alley Missed Pickup,customer says the street was missed,3525 daisy trl,37013,red river,3502,33.0,1792713.61600137,634917.443710312,1.0,0.0
218,27836,11/14/17,Trash Collection Complaint,"missed pick up - missed entire street - 
(615) 366-5864",3312 hamilton church rd,37013,red river,3504,33.0,1787790.01379539,630357.661964384,1.0,0.0
219,27838,11/14/17,Trash - Curbside/Alley Missed Pickup,missed pick up,2518 smith springs rd,37217,red river,2505,29.0,1782128.90455442,641047.702715486,1.0,0.0
220,27844,11/14/17,Trash - Curbside/Alley Missed Pickup,missed pick up - others missed in area,5312 bell crest dr,37013,red river,4502,32.0,1780612.16443521,630313.600944423,6.0,1000.0
221,27881,11/14/17,Trash Collection Complaint,missed back door trash - missed 2 weeks in a row,208 donelson pike,37214,red river,1505,15.0,1772254.42773352,666151.089738713,7.0,1200.0
222,27922,11/14/17,Trash - Curbside/Alley Missed Pickup,missed. neighbors were also missed.,2624 smith springs rd,37217,red river,2505,29.0,1782575.36391141,640601.601514447,1.0,0.0
223,27924,11/14/17,Trash - Curbside/Alley Missed Pickup,resident house sitter missed pick up date - request extra pick up,650 stanvid dr,37216,red river,2204,8.0,1750602.76471846,691764.999624533,1.0,0.0
224,27937,11/14/17,Trash - Curbside/Alley Missed Pickup,missed pick up - everyone on street picked up except her,1506 norvel ave,37216,red river,2205,7.0,1755952.96351186,685186.399459582,1.0,0.0
225,27960,11/14/17,Trash - Curbside/Alley Missed Pickup,missed trash for past 2 weeks,2416 brasher ave,37206,metro,9503,5.0,1747737.28700338,678856.014746002,3.0,400.0
226,28029,11/14/17,Trash - Curbside/Alley Missed Pickup,customer says the street was missed,1019 virginia ave,37216,red river,2205,8.0,1753846.96494286,687994.999749396,1.0,0.0
227,28031,11/14/17,Trash - Curbside/Alley Missed Pickup,missed.,1101 campbell st,37206,red river,1202,7.0,1755100.16413278,676519.999364685,1.0,0.0
228,28040,11/14/17,Trash - Curbside/Alley Missed Pickup,missed trash pickup,2304 eastland ave,37206,red river,1201,6.0,1754699.36462985,673508.002490729,2.0,200.0
229,28059,11/15/17,Trash - Curbside/Alley Missed Pickup,missed - resident is  curious why ?,1223 n 6th st,37207,metro,9203,5.0,1744146.80603031,678102.808250004,5.0,800.0
230,28070,11/15/17,Trash - Curbside/Alley Missed Pickup,"the whole cul-de-sac curb missed for tuesday, even talked to driver he said to caller he would be back and did not. cul de sac missed.",3793 hilltop ave,37216,red river,2205,8.0,1751509.98590193,686346.883910008,6.0,1000.0
231,28143,11/15/17,Trash - Backdoor,missed pickup,302 edith ave,37207,metro,9206,5.0,1742657.76456183,681194.400681653,1.0,0.0
232,28156,11/15/17,Trash - Curbside/Alley Missed Pickup,missed- trash/carts curbside {tuesday},1209 4th ave n,37208,waste ind,3208,19.0,1736133.76626088,671734.401692735,6.0,1000.0
233,28166,11/15/17,Trash - Curbside/Alley Missed Pickup,missed.,400 ewing dr,37207,red river,3201,2.0,1737709.76425264,692072.000032791,2.0,200.0
234,28192,11/15/17,Trash - Curbside/Alley Missed Pickup,cust says his and his neighbor's trash was missed,638 shady ln,37206,red river,1202,6.0,1752463.1499047,673691.951833183,1.0,0.0
235,28207,11/15/17,Trash - Curbside/Alley Missed Pickup,missed,1837 meade ave,37207,red river,3202,2.0,1736443.12139369,681965.508998233,1.0,0.0
236,28230,11/15/17,Trash - Curbside/Alley Missed Pickup,missed.,6409 thunderbird dr a,37209,red river,4205,20.0,1709350.15051337,662010.786550351,1.0,0.0
237,28238,11/15/17,Trash Collection Complaint,curb/trash dead end missed 2 weeks in a row,3528 pewitt rd,37218,red river,3203,1.0,1722417.83575682,687919.298363714,5.0,800.0
238,28245,11/15/17,Trash - Curbside/Alley Missed Pickup,"recycling and trash did not get picked up on veterans day, website said it would be picked up the saturday after.",908 w eastland ave,37206,metro,9504,5.0,1745028.16483905,674888.002486001,1.0,0.0
